mode,target,model,MSE
1,Gx,XGB,1.2001057520306442e-05
1,Gx,RF,1.238603021739127e-05
1,Gy,XGB,6.671472503409551e-06
1,Gy,RF,1.4328704347826073e-05
1,Tx,XGB,0.001619458268376042
1,Tx,RF,0.001680091282608696
1,Ty,XGB,0.002731360856372208
1,Ty,RF,0.003880959531358074
