Gx,Gy,Tx,Ty,,D6S8S,D7S9S,D2S3S,D4S5S,D2S5S,D3S4S,D6T8T,D7T9T,D2T3T,D4T5T,D2T5T,D3T4T,,FS_1S,FS_1T,FS_2S,FS_2T,FS_3S,FS_3T,FS_4S,FS_4T,FS_5S,FS_5T,FS_6S,FS_6T,FS_7S,FS_7T,FS_8S,FS_8T,FS_9S,FS_9T,FS_Ave_S_G2 [2 3 4 5],FS_Ave_T_G2 [2 3 4 5],FS_Ave_S_G3 [6 7 8 9],FS_Ave_T_G3 [6 7 8 9],FS_Delta_S_G2 [2 3 4 5],FS_Delta_T_G2 [2 3 4 5],FS_Delta_S_G3 [6 7 8 9],FS_Delta_T_G3 [6 7 8 9],PeakMTF_1S,PeakMTF_1T,PeakMTF_2S,PeakMTF_2T,PeakMTF_3S,PeakMTF_3T,PeakMTF_4S,PeakMTF_4T,PeakMTF_5S,PeakMTF_5T,PeakMTF_6S,PeakMTF_6T,PeakMTF_7S,PeakMTF_7T,PeakMTF_8S,PeakMTF_8T,PeakMTF_9S,PeakMTF_9T,Date-Time
-0.061,-0.078,0.225,0.14,,28.2,-10,7.4,-18.6,-16.2,-5,18,-4.6,16.4,-9.4,-10,-17,,--,-3.4,-4.6,15.2,-12,-1.2,-7,15.8,11.6,25.2,9.2,9.4,-15.2,2.6,-19,-8.6,-5.2,7.2,-3,13.8,-7.6,2.6,23.6,26.4,28.2,18,70.5,67.5,60.2,58.4,63.5,55.8,59.5,51,65,51.8,65.4,60.8,66.1,68.9,64,60.9,66.5,68.1,2025/05/22/17:32:48
0.068,-0.022,-0.01,0.02,,-7.8,12,-24.4,11.8,2.4,15,-9.6,10.8,-7,6.8,3.6,3.8,,--,-1.8,-8.8,14.4,15.6,21.4,0.6,17.6,-11.2,10.8,-9.4,-2,-0.4,11,-1.6,7.6,-12.4,0.2,-1,16.1,-6,4.2,26.8,10.6,12,13,69.7,72.1,67.1,62.6,70.4,51.2,59.4,47.8,68.4,58.1,66.7,68.6,66.8,63.8,63.1,66.5,68,63.9,2025/05/22/17:32:58
-0.01,0.044,-0.355,-0.375,,31.4,-15,12.4,-22.6,-19.8,-9.6,22.2,-7,22.8,-17.4,-12,-17.4,,--,-3.8,-3.4,16.8,-15.8,-6,-6.2,11.4,16.4,28.8,12.2,11.8,-16,2.8,-19.2,-10.4,-1,9.8,-2.3,12.8,-6,3.5,32.2,34.8,31.4,22.2,70.8,70.7,63.9,63.2,66.6,58,63.9,52.8,69.1,55.4,67.4,66.7,69.4,69.6,66.4,65.2,68.5,69.2,2025/05/22/17:33:07
0.008,-0.042,-0.21,-0.22,,12.4,-26.2,-4,-8.6,-32.4,-19.8,11.6,-20.4,14.6,-17.8,-23,-19.8,,--,-3.2,-16.4,12,-12.4,-2.6,7.4,17.2,16,35,1.6,8,-20.6,-4,-10.8,-3.6,5.6,16.4,-1.3,15.4,-6,4.2,32.4,37.6,26.2,20.4,69.9,71.4,68.3,64.2,65.6,51.6,64.5,46.7,68.7,60.4,65.5,67.2,67,66.2,61.9,62.5,66.6,66.5,2025/05/22/17:33:18
0.049,0.044,0.185,0.315,,-24.4,34.8,-39.6,29,26.8,37.4,-26,36.8,-20,27.6,32.6,25,,--,-2.6,-5.6,15.6,34,35.6,-3.4,10.6,-32.4,-17,-17.4,-12,9.6,23.2,7,14,-25.2,-13.6,-1.8,11.2,-6.5,2.9,66.4,52.6,34.8,36.8,70.8,72.6,69.4,65.5,69.2,57.2,62.5,50.2,69.6,59.7,66.8,69.1,69.7,68,66.3,68.7,69.6,65.5,2025/05/22/17:33:26
0.008,-0.002,-0.005,0.325,,22.4,35,3,-14.2,24.6,35.8,14.8,29,16.2,-8.8,23.6,16.2,,--,0.4,16,35.4,13,19.2,-22.8,3,-8.6,11.8,4.8,11,11.6,19.8,-17.6,-3.8,-23.4,-9.2,-0.6,17.4,-6.2,4.5,38.8,32.4,35,29,68.6,72.6,63.3,54.3,67.4,48.5,56.7,46.3,62.3,54.9,64.7,67.8,65.7,60.2,61.8,66.9,67.8,59.9,2025/05/22/17:33:36
0.023,0.047,-0.1,0.395,,-24.4,-33.4,-40.2,27.8,-41.4,-29,-24,-33,-24.6,19,-39,-33.4,,--,-2.2,-38.6,-11.2,1.6,13.4,30.6,46.8,2.8,27.8,-18.2,-9.2,-23.8,-10,6.2,14.8,9.6,23,-0.9,19.2,-6.6,4.6,69.2,58,33.4,33,69.1,70.7,64.5,60.9,66.8,46.2,58.6,45.3,69.2,58.6,65.5,67.6,62.7,59.6,60.9,62.3,66.4,63.9,2025/05/22/17:33:49
0.024,0.024,-0.065,0.435,,18.4,15.6,0.2,-12.2,6.8,18.8,14,12.4,13.8,-12.8,7.4,6.4,,--,-1,5.6,26.8,5.4,13,-13.4,6.6,-1.2,19.4,3.4,9.8,1.6,11.4,-15,-4.2,-14,-1,-0.9,16.4,-6,4,19,20.2,18.4,15.6,69.8,73.4,66.2,60.8,71.3,49.7,59.3,48.4,67.7,57.4,66.6,69.1,66.9,63.7,62.8,67.1,69,63.7,2025/05/22/17:33:58
-0.021,-0.066,0.415,0.31,,-34,-14,-46.4,36,-17.6,-7.2,-33.6,-3.2,-20.8,30,2,-7.2,,--,-4.6,-33.2,-2.4,13.2,18.4,20.4,25.6,-15.6,-4.4,-22.8,-17.8,-16.6,2.6,11.2,15.8,-2.6,5.8,-3.8,9.3,-7.7,1.6,53.6,30,34,33.6,68.3,70.7,67.3,61,60.7,57.5,67.3,50.9,67.8,60.6,62.7,65.9,67.7,63.9,64.1,65.2,67.5,67.7,2025/05/22/17:34:07
-0.014,-0.065,-0.22,-0.265,,14.8,11.8,-5.2,-2.8,6.8,14.8,5.6,6.6,14,12.8,10.4,-16.4,,--,0,2.4,29.4,7.6,15.4,-7.2,31.8,-4.4,19,-0.2,7.8,0.6,7.2,-15,2.2,-11.2,0.6,-0.4,23.9,-6.5,4.5,14.8,16.4,15.6,7.2,66,69.3,55.6,40.2,59.1,45.2,53.1,40.9,54.5,50.8,59.4,60.6,59.5,50.1,59.4,65.3,66,56.1,2025/05/22/17:34:16
0.01,0.068,0.195,-0.485,,-28.8,14,-43.6,33.6,6.2,16.2,-29.6,16.2,-24.8,28,12.2,9,,--,-2.6,-18.2,5.6,25.4,30.4,9.2,21.4,-24.4,-6.6,-19.2,-12.8,-0.4,13.6,9.6,16.8,-14.4,-2.6,-2,12.7,-6.1,3.7,49.8,37,28.8,29.6,70.6,72.6,68.8,65.1,68.4,54.7,62.8,49.2,70,60,65.7,68.7,68.4,67.4,65.2,67.6,68,66,2025/05/22/17:34:25
0.063,-0.07,-0.465,0.16,,3.6,25.2,-17.4,-0.2,12.4,30,-2,19.8,-1.8,5.4,12.2,8.6,,--,1.6,1.2,28.6,18.6,30.4,-11.4,21.8,-11.2,16.4,-6,4.6,9,14.6,-9.6,6.6,-16.2,-5.2,-0.7,24.3,-5.7,5.2,30,14,25.2,19.8,64.3,70.2,55.6,46.2,63.4,42.7,52.1,43.3,60.1,52.1,59.8,65.2,58.7,46.5,56.7,63.9,66.2,55.4,2025/05/22/17:34:34
0.068,-0.024,-0.405,0.1,,-24,-19,-37.6,28,-23.2,-13.6,-25.2,-13,-19.4,25.6,-13.4,-19.6,,--,-3.2,-29.2,-4.2,8.4,15.2,22,34.8,-6,9.2,-16.4,-11,-17,0,7.6,14.2,2,13,-1.2,13.7,-6,4,51.2,39,24.6,25.2,70.2,72.3,69.8,65,67.9,55.7,65.8,51,70.1,61,66.5,68.5,70,68.2,65.5,67.7,69.4,68,2025/05/22/17:34:52
0.029,0.03,-0.115,0.01,,18.6,-27.6,4.2,-14.8,-31.4,-20.8,17.6,-17.2,26.4,-22.4,-16.2,-20.2,,--,-3.2,-13.2,16.4,-17.4,-10,3.4,10.2,18.2,32.6,4.6,9.4,-22,-3,-14,-8.2,5.6,14.2,-2.2,12.3,-6.4,3.1,35.6,42.6,27.6,22.4,68.2,70,67,61,61.8,56.2,67.6,47,66.9,61.1,63.8,66.3,67.7,67.2,62.1,63.1,66.7,67.5,2025/05/22/17:35:01
0.007,-0.006,0.415,-0.33,,10.8,-9.4,-8.4,-2,-16.4,-6,2.2,-11.4,5.4,2.4,-15.2,-23,,--,-0.4,-9.6,12.6,-1.2,7.2,4.8,30.2,6.8,27.8,-0.2,4.6,-10.6,0.6,-11,2.4,-1.2,12,0.2,19.5,-5.8,4.9,16.4,23,10.8,11.4,70.7,73.5,63.1,53.4,68.9,48.5,59.5,47.7,65.5,55.9,65.6,67.4,65.3,59.9,62.9,67.9,69.6,63.3,2025/05/22/17:35:12
0.058,0.052,-0.175,-0.405,,-32,-10.2,-48.8,36.6,-19,-6.8,-32.8,-9.8,-31.8,30.6,-16,-14.8,,--,-1.8,-31.8,-7,17,24.8,23.8,39.6,-12.8,9,-21.2,-13.8,-11.4,1.6,10.8,19,-1.2,11.4,-0.9,16.6,-5.8,4.5,55.6,46.6,32,32.8,70.1,72.5,66.1,63,69.5,49.7,59.8,46.9,69.4,58.4,65.9,68.5,65.5,63,62.5,66.2,68,63.8,2025/05/22/17:35:21
0.05,-0.014,-0.45,-0.495,,27,30,7.2,-16.6,22.4,31.8,16.6,28.8,21,-6.2,25,10.2,,--,-1.4,16.2,33.2,9,12.2,-22.8,2,-6.2,8.2,8.2,10.4,7.6,19.8,-18.8,-6.2,-22.4,-9,-1,13.9,-6.3,3.8,39,31.2,30.6,28.8,70.4,71,65.6,56.9,66.9,54.5,58.8,47.7,62.8,55.1,66.6,66.6,68.2,67.4,64.5,65.9,68.3,63.5,2025/05/22/17:35:31
-0.014,0.021,0.06,-0.18,,-6.2,15,-22.2,10.2,6.4,18.4,-6.2,15.4,-2.6,2.4,11,11.2,,--,-1.6,-6,18.8,16.2,21.4,-2.2,10.2,-12.4,7.8,-8.4,-0.8,0.2,13.4,-2.2,5.4,-14.8,-2,-1.1,14.6,-6.3,4,28.6,13.6,15,15.4,69.7,71,67.2,63.8,68.8,52.1,61.1,47.3,68.2,59,65.6,67.9,67,66.3,63.3,66.2,66.5,64.8,2025/05/22/17:35:40
-0.041,-0.069,-0.325,0.03,,-31.8,22.8,-49,35.6,12.6,26,-33.2,20.4,-30.6,32.2,13,11.4,,--,0,-15.4,7.4,33.6,38,7.6,26.6,-28,-5.6,-21.6,-13,5.8,15.8,10.2,20.2,-17,-4.6,-0.6,16.6,-5.7,4.6,61.6,43.6,31.8,33.2,68.4,71.5,65,60.2,70.7,48.8,57,45.8,67.3,56.3,65,68.4,64.7,60.6,62,66.7,67,61.1,2025/05/22/17:35:50
-0.038,-0.061,-0.075,0.015,,-22.2,-27.4,-37,28.2,-32,-23.2,-25.8,-23.2,-21.2,29,-24.6,-32.4,,--,-2.4,-32.6,-8.4,4.4,12.8,27.6,45.2,-0.6,16.2,-15.2,-9.8,-20.4,-4.6,7,16,7,18.6,-0.3,16.4,-5.4,5,60.2,53.6,27.4,28.4,71.3,73.8,68.5,63.4,70.3,54.8,63.5,50.5,70.5,59.9,67,68.5,69,67.3,65.4,68.6,70.3,68.1,2025/05/22/17:36:00
0.074,0.026,0.2,-0.45,,-6,-2.2,-23.8,13.6,-9.6,0.6,-12.4,-4.8,-9.8,19,-8.4,-17.6,,--,-1.4,-13.8,7.2,10,17,9.4,34.6,-4.2,15.6,-7.8,-2,-6.2,4.8,-1.8,10.4,-4,9.6,0.4,18.6,-4.9,5.7,23.8,27.4,6,12.4,69.9,72.9,64.6,53.8,68.8,50.6,58.3,47.7,65.5,56.2,65.7,66.8,66.4,61.1,63.6,68,69.3,63.2,2025/05/22/17:36:09
-0.078,-0.027,0.32,0.07,,-10.2,-14.2,-25.6,14.6,-18.8,-7.8,-13.8,-8,-8.8,15.4,-9,-15.6,,--,-3.4,-21.8,1.8,3.8,10.6,11.6,26.2,-3,10.8,-10.2,-6.2,-15.4,1.4,0,7.6,-1.2,9.4,-2.3,12.4,-6.7,3.1,33.4,24.4,15.4,15.6,71,72.9,69,64.9,69.5,56.6,65.4,51.6,70.4,60.8,66.8,68.5,70.2,69.1,65.9,68,70.1,68.8,2025/05/22/17:36:19
-0.06,-0.077,0.04,-0.335,,-4.6,-2.8,-21.4,9,-11,1.4,-6.4,-2.2,-4,4,-6.4,-6.4,,--,-1.8,-14.6,10,6.8,14,5.4,20.4,-3.6,16.4,-7.6,-1.4,-8,4.8,-3,5,-5.2,7,-1.5,15.2,-5.9,3.9,21.4,10.4,5,8.4,70.6,72.7,67.6,63.6,69.8,51.7,61.6,48,69.2,59,66.4,68.9,66.7,65.3,63.4,66.3,68.3,65.3,2025/05/22/17:36:28
0.077,0.042,0.115,-0.295,,-2,-32.8,-19.2,10.4,-37.2,-28.4,-9.8,-25.2,-6.2,11,-28.2,-33,,--,-3.2,-27.4,-4.8,-8.2,1.4,20.2,34.4,9.8,23.4,-4.4,-3.2,-24,-6,-2.4,6.6,8.8,19.2,-1.4,13.6,-5.5,4.1,47.6,39.2,32.8,25.2,71.2,71.4,64.3,64.3,66.9,58.5,64.2,53.1,70,56.3,66.2,66,69.6,69.3,66.2,65.5,69.8,69.8,2025/05/22/17:36:38
0.062,-0.03,-0.18,-0.45,,-18,-30.4,-31,22.6,-34.6,-26.2,-18.8,-21.4,-11,16,-21,-26,,--,-4,-32.6,-4.4,-1.6,6.6,24.6,32.6,2,16.6,-13.2,-7.8,-23.2,-4.8,4.8,11,7.2,16.6,-1.9,12.9,-6.1,3.8,57.2,37,30.4,24.4,69.6,70.7,68.4,64.3,63.4,56.5,66.1,49.6,68.3,61.6,63.9,66.3,68.7,67.1,63.9,65.6,67.3,68.1,2025/05/22/17:36:49
0.05,0.007,-0.495,0.185,,-16.2,-24.2,-28.8,14.8,-28.8,-14.8,-13,-16.2,-4.2,3,-15.6,-14.4,,--,-3.2,-27.6,5,1.2,9.2,16,23.6,1.2,20.6,-13.4,-4.8,-21.2,-2.6,2.8,8.2,3,13.6,-2.3,14.6,-7.2,3.6,43.6,18.6,24.2,18.4,66.9,66.8,67,60.5,58.5,51.2,62.8,43.5,63.9,59.7,62.1,62.6,63.5,63.3,59.7,59.1,61.6,64.8,2025/05/22/17:36:59
0.002,-0.022,-0.325,0.275,,-33.2,29.2,-57,22.2,7.2,42,-27.8,26.8,-34.8,6.4,7,35.4,,--,-1.6,-22,15.8,35,50.6,-7,15.2,-29.2,8.8,-23.2,-8.4,6.2,19.2,10,19.4,-23,-7.6,-5.8,22.6,-7.5,5.6,64.2,41.8,33.2,27.8,63.3,61.2,55.2,55.2,60.7,43.3,48.1,37.7,59.7,47.1,59.4,57.3,49.6,53.5,53.8,50.2,54.7,56.4,2025/05/22/17:37:09
-0.041,-0.047,0.375,0.42,,10,24,-8.2,-2.8,16.4,27.4,3.6,27.6,9.4,0.8,23.8,13.6,,--,-2.6,4.6,24.6,12.8,15.2,-14.6,1.6,-11.8,0.8,-0.2,2.4,3.6,18.6,-10.2,-1.2,-20.4,-9,-2.3,10.6,-6.8,2.7,27.4,23.8,24,27.6,71.8,72.9,68.3,66.2,68.5,57.8,63.7,51.9,69.6,59.3,67.9,69.5,70.8,70.3,66.5,67.7,70.5,67.8,2025/05/22/17:37:19
-0.037,0.073,-0.415,0.095,,-18.2,-4,-37.8,18.4,-18.4,1,-18,-8.8,-23.6,11.4,-18,-5.8,,--,-1,-24.6,4.4,13.2,28,12.2,33.8,-6.2,22.4,-15.2,-4.2,-7.2,1.8,3,13.8,-3.2,10.6,-1.3,22.1,-5.7,5.5,37.8,29.4,18.2,18,66.8,69.4,59.2,58.4,65.6,42.1,52.7,43.3,66.5,54.6,63.9,66.7,58.6,53.9,57.4,59,64.6,59.6,2025/05/22/17:37:31
-0.022,-0.047,-0.13,0.315,,-25.2,-20,-34,23.4,-21.8,-11.2,-19.8,-9.4,-5,11.8,-3.2,-10,,--,-4,-28.6,6,5.4,11,16.6,21,-6.8,9.2,-18.2,-9.8,-19.8,0.2,7,10,0.2,9.6,-3.3,11.8,-7.7,2.5,45.2,15,26.8,19.8,65,65.3,64.1,53.9,54.2,52.1,65,42.7,60.8,59.6,59.1,59.1,62.4,60.2,59.7,58.7,59.7,63.9,2025/05/22/17:37:41
0.053,-0.008,0.305,0.17,,-11,3.4,-25.2,12,-3.2,10,-8.4,8.2,-0.8,-3.2,7.2,11.2,,--,-3.2,-13,19,12.2,19.8,2.2,8.6,-9.8,11.8,-11,-2.4,-7.4,9.6,0,6,-10.8,1.4,-2.1,14.8,-7.3,3.6,25.2,11.2,11,12,66.9,66.2,65.3,58.3,59.4,50.2,60.5,41.8,62.8,58.2,61.6,60.8,61.3,62.6,59.5,58.3,60.4,63.2,2025/05/22/17:37:50
0.034,0.076,-0.36,0.285,,15.6,34.8,-4.8,-7.2,25,37,7.4,30.2,9.4,1.2,24.2,13.6,,--,0.4,13,35.2,17.8,25.8,-19.2,12.2,-12,11,1,8.6,13.6,20.4,-14.6,1.2,-21.2,-9.8,-0.1,21.1,-5.3,5.1,37,24.2,34.8,30.2,65.4,69.9,59.1,47.2,63.5,45.6,54,43.3,59.4,52.5,61.2,64.6,62.2,52.7,59.3,64.9,66.8,56.1,2025/05/22/17:38:01
-0.06,0.033,-0.455,-0.125,,29.2,-29.2,10.8,-19.4,-34.4,-25.8,20.2,-30.4,22.6,-14.2,-32.4,-40.8,,--,-1.2,-9.8,12.2,-20.6,-10.4,5.2,30.4,24.6,44.6,9.4,13.4,-21,-7.4,-19.8,-6.8,8.2,23,-0.1,19.2,-5.8,5.5,45.2,55,30.4,30.4,71.2,73,63.1,52.8,69.4,50.6,61.7,49.5,65.4,56.6,65.9,65.9,66.8,62.8,64.6,68.7,70.3,65.9,2025/05/22/17:38:13
0.058,-0.033,-0.46,0.31,,15.6,-5,-3.8,-7,-11,-0.2,6.8,2.6,8.2,-0.8,0,-7.4,,--,-4.2,-7.2,14.4,-3.4,6.2,-3.2,13.6,3.8,14.4,4.2,3.8,-11.2,6.6,-11.4,-3,-6.2,4,-2.5,12.2,-6.2,2.9,11,8.2,15.6,9.6,70.5,70,63.4,64.1,64,56.6,63,53.4,69.1,54.7,66.4,65.8,69,68.1,65.3,63.6,69,69.2,2025/05/22/17:38:22
-0.032,0.056,-0.27,-0.24,,1.4,35,-16,4.4,25.8,37.4,-4,34.8,0.4,7,29.6,22.2,,--,-2.2,6.2,25.4,22.2,25,-15.2,2.8,-19.6,-4.2,-4.8,-0.6,9.8,22,-6.2,3.4,-25.2,-12.8,-1.6,12.2,-6.6,3,41.8,29.6,35,34.8,70.7,72.6,69.4,64.6,69.9,56.9,61.6,50.2,68.7,58.8,67.7,70.2,70.2,68.9,65.8,68.5,70.1,65.7,2025/05/22/17:38:30
-0.021,0.079,0.155,-0.185,,18.8,1.2,0.6,-9,-4.6,3.8,9.4,3.2,14.2,-0.4,1.8,-12,,--,-3,-1.8,18,-2.4,3.8,-6.2,15.8,2.8,16.2,4.2,5.8,-8,7.2,-14.6,-3.6,-9.2,4,-1.9,13.4,-6.9,3.3,9,14.2,18.8,10.8,71.4,71.6,66.1,60.7,68.6,57,61.8,50.6,66.5,55.7,67,66.5,69,69.2,65.8,66.6,69.4,66.7,2025/05/22/17:38:40
0.03,0.063,-0.455,0.285,,-32.2,20.6,-51.4,23.6,7.4,35.2,-28.6,21.4,-30.2,8.8,4.4,25.8,,--,-1.6,-19.2,13,32.2,43.2,-3,17.4,-26.6,8.6,-22.4,-10,2.2,16.2,9.8,18.6,-18.4,-5.2,-4.1,20.5,-7.2,4.9,58.8,34.6,32.2,28.6,64.1,62.5,58,56.8,60.9,44.3,48.9,37.9,60.4,49.7,60.8,58.2,50.6,55.1,55.2,51.8,56.6,57.4,2025/05/22/17:38:50
0.066,0.018,0.15,0.065,,28.8,31.6,7.6,-15.8,25.8,34,17.4,27.6,22.6,0,26,3.4,,--,0.2,17.8,36.4,10.2,13.8,-23.8,10.4,-8,10.4,7.6,12.4,9.4,19.2,-21.2,-5,-22.2,-8.4,-1,17.8,-6.6,4.5,41.6,26,31.6,27.6,67.6,69.4,60.2,46.3,61.1,49.2,54.4,43.2,55.9,51.9,62.8,62.5,63.2,59.2,61,64.4,65.6,58.3,2025/05/22/17:39:01
-0.07,-0.03,0.4,-0.08,,-8.2,0.4,-25,13.4,-7.4,4.2,-11,0,-9,8.2,-6.2,-5.4,,--,-1.2,-13.6,9.8,11.4,18.8,7.2,24.2,-6.2,16,-9.4,-1.8,-5.8,6.6,-1.2,9.2,-6.2,6.6,-0.3,17.2,-5.7,5.2,25,14.4,8.2,11,69.8,72.1,66.7,62.2,70,49.9,59.6,48,68.6,57.9,66.1,68.9,65.5,62.3,62.6,65.8,68.1,64,2025/05/22/17:39:11
-0.033,0.066,0.13,0.455,,-32.4,-1.2,-45,33,-5.6,6.4,-27,5,-19.4,18.8,6,6.6,,--,-3.4,-24.8,6.2,20.2,25.6,13.8,19,-19.2,0.2,-21.6,-12.8,-10,7.4,10.8,14.2,-8.8,2.4,-2.5,12.8,-7.4,2.8,45,25.4,32.4,27,66.8,66.2,65.4,57.5,57.9,51.7,62.3,43.2,62.9,58.7,60.9,61.1,61.9,62,60.9,60.1,60.7,63.7,2025/05/22/17:39:21
0.075,0.017,-0.055,-0.08,,-26.6,-1.8,-42.6,31,-9.2,2.4,-27.8,0,-24.6,28.2,-3,-6.6,,--,-2.8,-23.6,0.6,19,25.2,16.6,31.8,-14.4,3.6,-18.2,-11.2,-7.6,6,8.4,16.6,-5.8,6,-0.6,15.3,-5.8,4.3,42.6,31.2,26.6,27.8,70.3,72.3,68,64.5,69.8,52.9,61.9,48.1,69,59.7,66.3,69.1,67.9,66.4,64.4,67.7,68.4,65.6,2025/05/22/17:39:31
-0.026,0.052,0,-0.17,,-26,39.6,-43,28.8,29.6,43.8,-25.8,38.6,-21.4,22.2,31,30.2,,--,-1.6,-3.6,19.4,39.4,40.8,-4.4,10.6,-33.2,-11.6,-17.6,-9.4,13.8,25.4,8.4,16.4,-25.8,-13.2,-0.5,14.8,-5.3,4.8,72.6,52.4,39.6,38.6,69.1,71.8,67,63,70.6,50.7,58,47.1,67.8,56.9,65.5,67.8,65.7,64.3,63.3,66.7,66,62.2,2025/05/22/17:39:40
-0.071,-0.011,-0.425,-0.32,,36.6,29.6,18.4,-30,20.8,32.4,29.2,29.8,32.2,-29.4,23.6,20.8,,--,-1.4,21,40.8,2.6,8.6,-29.8,-12.2,0.2,17.2,12.6,16.2,7.4,20.2,-24,-13,-22.2,-9.6,-1.5,13.6,-6.6,3.5,50.8,53,36.6,33.2,71.5,73.6,68.3,63.9,71.2,53.6,62.7,50.1,68.9,58.3,67.7,70.2,69.9,68.3,65,68.4,69.4,65.4,2025/05/22/17:39:51
0.014,-0.05,-0.41,-0.005,,-16,4.8,-33.2,21.6,-2,9.6,-20.4,11.4,-12.8,21.8,11,2,,--,-3.4,-16.4,7.8,16.8,20.6,7.2,18.6,-14.4,-3.2,-12.4,-9.4,-6.2,11.4,3.6,11,-11,0,-1.7,10.9,-6.5,3.3,33.2,23.8,16,20.8,71.1,72.8,69.1,65.4,66,58.1,65.5,52.6,70.5,60.9,66.9,69,70.7,68.8,65.9,67.3,70.7,69,2025/05/22/17:40:00
0.064,0.012,0.405,-0.31,,4.6,0.8,-11.2,-2,-7.6,5.6,4,2.2,4.6,-12.4,-3.6,4.2,,--,-1.6,-6.6,20,4.6,15.4,-1,11.2,1,23.6,-3,5.4,-6.2,7.6,-7.6,1.4,-7,5.4,-0.5,17.6,-5.9,5,11.2,12.4,4.6,6.2,68.7,70,66.2,62.6,66.4,49.2,59.7,45.1,67.5,57.9,65.2,66.7,63.6,64.1,60.6,61.4,65,64.2,2025/05/22/17:40:10
0.017,-0.073,-0.475,0.23,,39,-25.2,20.4,-31.4,-32.2,-21.2,33,-26.2,32.6,-33.2,-30.2,-29.6,,--,-1,-2.6,21.8,-23,-10.8,-1.8,18.8,29.6,52,15.2,20.4,-17.8,-5.4,-23.8,-12.6,7.4,20.8,0.6,20.4,-4.8,5.8,52.6,62.8,39,33.4,70.7,73.5,64.7,58.8,69.8,48,62.5,48.5,69.2,58.6,67,69.3,67.7,63.3,63.4,66.5,70.5,66.7,2025/05/22/17:40:22
-0.078,-0.002,0.105,0.11,,34.4,19.4,17.2,-11.4,29,23.2,23.6,19.8,44.8,-0.6,36,-8.2,,--,1.8,17,61,-0.2,16.2,-23.4,24.4,-12,25,5.8,18.2,4.2,13,-28.6,-5.4,-15.2,-6.8,-4.6,31.6,-8.5,4.7,40.4,44.8,34.4,25,60,64.6,48.4,33.4,48.5,40.6,49.5,31.3,48.3,47.2,54.2,54.5,52.9,41,55.3,61.2,62.2,50.7,2025/05/22/17:40:33
0.024,0.014,0.175,-0.115,,-8.2,18,-31.6,6.4,-0.6,24.6,-10.2,13.8,-14.6,6.4,0.8,9,,--,1.6,-12.6,19.4,19,34,-5.6,25,-12,18.6,-11.8,-0.4,5,13.8,-3.6,9.8,-13,0,-2.8,24.3,-5.8,5.8,31.6,15.4,18,14.2,64.6,69.5,53.4,50,65,40.5,50.8,43.1,63.3,51.1,60.7,66.5,56.9,45.6,55.6,60.2,64.6,55.4,2025/05/22/17:40:44
-0.022,0.046,-0.005,0.105,,-35,37.4,-53.2,33.2,23.8,43.8,-30.2,36.2,-33.2,22.4,25.8,36.6,,--,-1,-11.6,16.4,41.6,49.6,-2.2,13,-35.4,-9.4,-23.4,-11.6,11.8,23.8,11.6,18.6,-25.6,-12.4,-1.9,17.4,-6.4,4.6,77,59,37.4,36.2,66.2,67.2,61.8,59.4,66.5,46.4,53.8,42.9,64,53.2,62.7,62.8,59.2,59.2,59.4,61,60.6,58.9,2025/05/22/17:40:54
-0.038,0.046,-0.03,-0.005,,28.2,-28.6,10.4,-21.2,-34,-23.2,21.4,-20,25.2,-19.8,-22.8,-28.2,,--,-4,-12.4,11.4,-22.8,-13.8,0.4,14.4,21.6,34.2,9,10.2,-23.4,-5,-19.2,-11.2,5.2,15,-3.3,11.6,-7.1,2.3,44.4,48,32.4,26.2,70.3,71.5,65.5,64.2,67.4,59.3,66.3,52.8,70.5,58.8,66.4,67.1,70.8,69.8,65.9,66.6,69.9,70,2025/05/22/17:41:09
-0.025,0.064,-0.16,-0.38,,-11.6,1,-27,15.2,-6.8,5,-10.6,3.8,-5.6,6.2,0.8,0.2,,--,-2.6,-15,12,12,17.6,7,17.4,-8.2,11.2,-11.2,-3.4,-6.6,8.2,0.4,7.2,-7.6,4.4,-1.1,14.6,-6.2,4.1,27,6.4,11.6,11.6,69.4,70.8,68.5,64.3,67.1,53.1,62.7,47.6,68.7,59.5,65.5,67.4,66.4,66.5,63.4,65.5,66.3,65.8,2025/05/22/17:41:18
0.054,0.014,0.375,-0.455,,-4,-26.4,-16.2,5,-28.8,-17.6,-2,-15.4,10.2,-5,-11,-16.2,,--,-4.6,-22.8,9.4,-6.6,-0.8,11,15.4,6,20.4,-7.8,-1.6,-23.2,-3.2,-3.8,0.4,3.2,12.2,-3.1,11.1,-7.9,2,33.8,21.2,26.4,15.4,66.6,67.7,66.5,59.4,57.9,54.5,66.3,45.4,64.6,60.8,61.5,63.5,65.8,64.3,60.8,60.7,63.6,66.3,2025/05/22/17:41:27
0.047,0.014,0.415,0.385,,32,32.4,12.6,-22.8,25,35.2,21.8,32,26.8,-14.6,29,16.8,,--,-2,20,37,7.4,10.2,-27.8,-6.6,-5,8,11.2,12.4,8.8,21.2,-20.8,-9.4,-23.6,-10.8,-1.3,12.1,-6.1,3.3,47.8,43.6,34.8,32,71.3,72.5,67.3,62.8,68.5,55.9,60.7,49.8,66.6,56.7,68.2,69,70,69.6,65.5,66.6,69.3,65.2,2025/05/22/17:41:37
